case_id,customer_id,product_id,status,priority,subject,created_date,resolution_time_hours
CAS-002142,CUST_11735,PRD_0282,In Progress,Medium,Defective item,2025-12-17 06:17:08,
CAS-002143,CUST_12156,PRD_1216,In Progress,Low,Billing question,2025-12-17 07:17:08,
CAS-002144,CUST_05293,PRD_1084,Closed,Low,Need help with assembly,2025-12-17 07:17:08,59.4
CAS-002145,CUST_07693,PRD_0161,Closed,Medium,Return request,2025-12-17 08:17:08,72.2
CAS-002146,CUST_18337,PRD_1168,Closed,High,Return request,2025-12-17 09:17:08,104.7
CAS-002147,CUST_14242,PRD_0508,Closed,Low,Missing parts in box,2025-12-17 11:17:08,48.0
CAS-002148,CUST_09574,PRD_0454,Closed,Medium,Missing parts in box,2025-12-17 11:17:08,147.1
CAS-002149,CUST_10006,PRD_1254,Closed,Medium,Where is my order?,2025-12-17 14:17:08,133.2
CAS-002150,CUST_19906,PRD_0497,Closed,High,Missing parts in box,2025-12-17 15:17:08,99.4
CAS-002151,CUST_07420,PRD_1178,In Progress,Medium,Missing parts in box,2025-12-17 17:17:08,
CAS-002152,CUST_18395,PRD_0351,Closed,Low,Need help with assembly,2025-12-17 23:17:08,88.8
CAS-002153,CUST_16401,PRD_0861,In Progress,Medium,Need help with assembly,2025-12-18 00:17:08,
CAS-002154,CUST_18862,PRD_1371,Closed,Medium,Missing parts in box,2025-12-18 00:17:08,157.2
CAS-002155,CUST_00262,PRD_1170,New,Low,Billing question,2025-12-18 00:17:08,
CAS-002156,CUST_03774,PRD_0981,In Progress,Medium,Product arrived damaged,2025-12-18 02:17:08,
CAS-002157,CUST_11395,PRD_0395,Closed,Low,Missing parts in box,2025-12-18 02:17:08,143.2
CAS-002158,CUST_15487,PRD_1200,Closed,Medium,Need help with assembly,2025-12-18 03:17:08,62.9
CAS-002159,CUST_01407,PRD_0619,Closed,Low,Missing parts in box,2025-12-18 04:17:08,41.8
CAS-002160,CUST_02101,PRD_0304,Closed,High,Warranty claim inquiry,2025-12-18 08:17:08,64.7
CAS-002161,CUST_11658,PRD_0219,Closed,High,Need help with assembly,2025-12-18 09:17:08,24.6
CAS-002162,CUST_10923,PRD_0806,Closed,Low,Return request,2025-12-18 09:17:08,145.3
CAS-002163,CUST_19083,PRD_0691,Closed,Medium,Billing question,2025-12-18 10:17:08,32.8
CAS-002164,CUST_02585,PRD_1175,Closed,Medium,Warranty claim inquiry,2025-12-18 13:17:08,72.9
CAS-002165,CUST_09777,PRD_0388,Closed,Low,Missing parts in box,2025-12-18 15:17:08,61.2
CAS-002166,CUST_02375,PRD_0457,Closed,Low,Return request,2025-12-18 15:17:08,38.0
CAS-002167,CUST_06016,PRD_0391,New,Low,Defective item,2025-12-18 16:17:08,
CAS-002168,CUST_04448,PRD_0069,In Progress,Medium,Warranty claim inquiry,2025-12-18 19:17:08,
CAS-002169,CUST_06001,PRD_0543,In Progress,Medium,Defective item,2025-12-18 20:17:08,
CAS-002170,CUST_09872,PRD_0476,In Progress,Low,Billing question,2025-12-18 23:17:08,
CAS-002171,CUST_12985,PRD_1107,Closed,Medium,Product arrived damaged,2025-12-19 03:17:08,124.8
CAS-002172,CUST_10283,PRD_1456,New,Medium,Need help with assembly,2025-12-19 04:17:08,
CAS-002173,CUST_01643,PRD_0314,Closed,Low,Where is my order?,2025-12-19 06:17:08,126.8
CAS-002174,CUST_09374,PRD_0132,Closed,Critical,Billing question,2025-12-19 07:17:08,74.2
CAS-002175,CUST_09900,PRD_0426,In Progress,Critical,Return request,2025-12-19 09:17:08,
CAS-002176,CUST_12014,PRD_0097,New,Low,Need help with assembly,2025-12-19 10:17:08,
CAS-002177,CUST_09186,PRD_0865,In Progress,Medium,Defective item,2025-12-19 13:17:08,
CAS-002178,CUST_11036,PRD_1495,Escalated,Medium,Need help with assembly,2025-12-19 13:17:08,
CAS-002179,CUST_05024,PRD_1278,In Progress,Low,Warranty claim inquiry,2025-12-19 15:17:08,
CAS-002180,CUST_10820,PRD_0822,New,Low,Where is my order?,2025-12-19 16:17:08,
CAS-002181,CUST_07528,PRD_0045,In Progress,High,Warranty claim inquiry,2025-12-19 19:17:08,
CAS-002182,CUST_14450,PRD_0139,In Progress,Medium,Where is my order?,2025-12-19 19:17:08,
CAS-002183,CUST_00351,PRD_0897,Closed,Medium,Defective item,2025-12-19 19:17:08,77.2
CAS-002184,CUST_19988,PRD_0712,In Progress,Medium,Return request,2025-12-19 20:17:08,
CAS-002185,CUST_05688,PRD_0570,In Progress,Medium,Return request,2025-12-20 01:17:08,
CAS-002186,CUST_05671,PRD_0473,In Progress,Low,Missing parts in box,2025-12-20 01:17:08,
CAS-002187,CUST_08876,PRD_1468,Closed,Low,Need help with assembly,2025-12-20 04:17:08,5.9
CAS-002188,CUST_15023,PRD_0140,New,Medium,Product arrived damaged,2025-12-20 04:17:08,
CAS-002189,CUST_05355,PRD_1356,New,Medium,Need help with assembly,2025-12-20 06:17:08,
CAS-002190,CUST_01917,PRD_0900,In Progress,High,Defective item,2025-12-20 09:17:08,
CAS-002191,CUST_15158,PRD_1495,Closed,Low,Where is my order?,2025-12-20 10:17:08,148.5
CAS-002192,CUST_16227,PRD_0658,Closed,Medium,Missing parts in box,2025-12-20 11:17:08,107.2
CAS-002193,CUST_05993,PRD_0541,Closed,Medium,Product arrived damaged,2025-12-20 12:17:08,140.0
CAS-002194,CUST_14442,PRD_0316,Closed,Medium,Billing question,2025-12-20 17:17:08,39.0
CAS-002195,CUST_02101,PRD_0369,Closed,Low,Need help with assembly,2025-12-20 17:17:08,146.7
CAS-002196,CUST_19168,PRD_1410,Escalated,Low,Return request,2025-12-20 18:17:08,
CAS-002197,CUST_08347,PRD_1039,Closed,Medium,Need help with assembly,2025-12-20 18:17:08,48.1
CAS-002198,CUST_14791,PRD_1175,Closed,Medium,Where is my order?,2025-12-20 20:17:08,105.7
CAS-002199,CUST_01545,PRD_0245,Closed,Low,Billing question,2025-12-21 01:17:08,15.1
CAS-002200,CUST_18115,PRD_0852,Closed,Low,Product arrived damaged,2025-12-21 03:17:08,117.4
CAS-002201,CUST_14891,PRD_0102,Closed,High,Billing question,2025-12-21 03:17:08,151.1
CAS-002202,CUST_07391,PRD_1226,In Progress,Low,Need help with assembly,2025-12-21 03:17:08,
CAS-002203,CUST_08252,PRD_1423,Closed,Medium,Return request,2025-12-21 06:17:08,104.4
CAS-002204,CUST_03585,PRD_1012,In Progress,Low,Where is my order?,2025-12-21 08:17:08,
CAS-002205,CUST_16130,PRD_0795,In Progress,Low,Missing parts in box,2025-12-21 10:17:08,
CAS-002206,CUST_05957,PRD_0335,In Progress,Medium,Product arrived damaged,2025-12-21 12:17:08,
CAS-002207,CUST_12311,PRD_0361,Closed,Low,Defective item,2025-12-21 15:17:08,25.1
CAS-002208,CUST_12534,PRD_0394,Closed,Medium,Warranty claim inquiry,2025-12-21 16:17:08,44.5
CAS-002209,CUST_06407,PRD_0415,Closed,Low,Missing parts in box,2025-12-21 18:17:08,91.1
CAS-002210,CUST_00607,PRD_0625,In Progress,Medium,Billing question,2025-12-21 19:17:08,
CAS-002211,CUST_08879,PRD_0952,Closed,Medium,Product arrived damaged,2025-12-22 00:17:08,56.2
CAS-002212,CUST_12371,PRD_1040,Closed,Low,Return request,2025-12-22 02:17:08,63.5
CAS-002213,CUST_10264,PRD_0389,New,Medium,Billing question,2025-12-22 05:17:08,
CAS-002214,CUST_13018,PRD_0875,Closed,Medium,Warranty claim inquiry,2025-12-22 06:17:08,151.9
CAS-002215,CUST_10373,PRD_0849,In Progress,High,Warranty claim inquiry,2025-12-22 06:17:08,
CAS-002216,CUST_16319,PRD_0972,In Progress,Medium,Return request,2025-12-22 07:17:08,
CAS-002217,CUST_05034,PRD_0036,Closed,Low,Defective item,2025-12-22 08:17:08,60.9
CAS-002218,CUST_17785,PRD_0172,New,Low,Need help with assembly,2025-12-22 09:17:08,
CAS-002219,CUST_18767,PRD_1486,Closed,Low,Need help with assembly,2025-12-22 09:17:08,110.2
CAS-002220,CUST_02338,PRD_0661,In Progress,Low,Defective item,2025-12-22 09:17:08,
CAS-002221,CUST_10412,PRD_0647,In Progress,Low,Defective item,2025-12-22 09:17:08,
CAS-002222,CUST_05052,PRD_1323,In Progress,Low,Defective item,2025-12-22 10:17:08,
CAS-002223,CUST_09721,PRD_1361,In Progress,Medium,Need help with assembly,2025-12-22 11:17:08,
CAS-002224,CUST_10985,PRD_1359,New,Low,Missing parts in box,2025-12-22 12:17:08,
CAS-002225,CUST_11130,PRD_0199,Closed,Low,Warranty claim inquiry,2025-12-22 12:17:08,112.7
CAS-002226,CUST_17640,PRD_0083,In Progress,Low,Product arrived damaged,2025-12-22 12:17:08,
CAS-002227,CUST_07355,PRD_1443,In Progress,Medium,Need help with assembly,2025-12-22 14:17:08,
CAS-002228,CUST_05793,PRD_0311,New,Medium,Where is my order?,2025-12-22 16:17:08,
CAS-002229,CUST_09702,PRD_1048,Closed,Low,Where is my order?,2025-12-22 17:17:08,13.7
CAS-002230,CUST_17808,PRD_0855,Closed,Medium,Billing question,2025-12-22 18:17:08,146.2
CAS-002231,CUST_19099,PRD_0225,Closed,Low,Return request,2025-12-22 19:17:08,2.4
CAS-002232,CUST_12762,PRD_0634,In Progress,Medium,Missing parts in box,2025-12-22 19:17:08,
CAS-002233,CUST_01396,PRD_0796,Closed,High,Need help with assembly,2025-12-22 22:17:08,113.5
CAS-002234,CUST_14492,PRD_1308,Closed,Medium,Billing question,2025-12-22 23:17:08,156.7
CAS-002235,CUST_10725,PRD_0795,In Progress,Low,Defective item,2025-12-22 23:17:08,
CAS-002236,CUST_10185,PRD_0244,In Progress,High,Defective item,2025-12-23 01:17:08,
CAS-002237,CUST_03664,PRD_1251,Closed,Low,Need help with assembly,2025-12-23 02:17:08,111.0
CAS-002238,CUST_02461,PRD_0396,Closed,Medium,Need help with assembly,2025-12-23 05:17:08,25.2
CAS-002239,CUST_01491,PRD_0583,New,Medium,Need help with assembly,2025-12-23 08:17:08,
CAS-002240,CUST_03696,PRD_0577,Closed,Medium,Billing question,2025-12-23 10:17:08,133.9
CAS-002241,CUST_03668,PRD_0185,Closed,High,Billing question,2025-12-23 12:17:08,95.9
CAS-002242,CUST_13313,PRD_1205,Closed,Medium,Missing parts in box,2025-12-23 13:17:08,138.8
CAS-002243,CUST_16833,PRD_1431,Closed,Medium,Warranty claim inquiry,2025-12-23 14:17:08,109.8
CAS-002244,CUST_01869,PRD_0450,In Progress,Medium,Defective item,2025-12-23 15:17:08,
CAS-002245,CUST_05509,PRD_1447,Closed,Low,Product arrived damaged,2025-12-23 17:17:08,115.9
CAS-002246,CUST_06446,PRD_0331,New,Low,Return request,2025-12-23 21:17:08,
CAS-002247,CUST_03158,PRD_0008,In Progress,Low,Return request,2025-12-24 00:17:08,
CAS-002248,CUST_08005,PRD_1085,Closed,Low,Warranty claim inquiry,2025-12-24 01:17:08,31.0
CAS-002249,CUST_05304,PRD_0856,Closed,Low,Need help with assembly,2025-12-24 02:17:08,60.3
CAS-002250,CUST_01955,PRD_0924,Closed,Medium,Defective item,2025-12-24 02:17:08,103.1
CAS-002251,CUST_14292,PRD_0500,Closed,Medium,Warranty claim inquiry,2025-12-24 03:17:08,138.4
CAS-002252,CUST_06777,PRD_1028,In Progress,Medium,Defective item,2025-12-24 06:17:08,
CAS-002253,CUST_15849,PRD_0835,Closed,High,Where is my order?,2025-12-24 08:17:08,35.0
CAS-002254,CUST_17772,PRD_0825,Closed,Medium,Need help with assembly,2025-12-24 15:17:08,148.5
CAS-002255,CUST_09985,PRD_0223,Closed,Low,Product arrived damaged,2025-12-24 18:17:08,73.5
CAS-002256,CUST_05140,PRD_0412,Closed,Low,Warranty claim inquiry,2025-12-24 22:17:08,111.9
CAS-002257,CUST_16650,PRD_1498,Closed,Low,Warranty claim inquiry,2025-12-24 23:17:08,113.4
CAS-002258,CUST_19664,PRD_1492,Escalated,Low,Where is my order?,2025-12-25 00:17:08,
CAS-002259,CUST_00649,PRD_0832,Closed,Low,Billing question,2025-12-25 01:17:08,157.6
CAS-002260,CUST_12132,PRD_1192,Closed,Low,Need help with assembly,2025-12-25 01:17:08,8.3
CAS-002261,CUST_17637,PRD_1071,New,High,Where is my order?,2025-12-25 03:17:08,
CAS-002262,CUST_02460,PRD_1273,Closed,High,Need help with assembly,2025-12-25 06:17:08,42.3
CAS-002263,CUST_15095,PRD_1031,Closed,Medium,Where is my order?,2025-12-25 12:17:08,69.4
CAS-002264,CUST_17474,PRD_1318,Closed,Medium,Warranty claim inquiry,2025-12-25 13:17:08,97.8
CAS-002265,CUST_05840,PRD_1384,Closed,Low,Product arrived damaged,2025-12-25 13:17:08,111.3
CAS-002266,CUST_12806,PRD_0772,Closed,High,Return request,2025-12-25 14:17:08,26.2
CAS-002267,CUST_05598,PRD_1253,Closed,High,Return request,2025-12-25 16:17:08,90.2
CAS-002268,CUST_06690,PRD_0631,Closed,Low,Need help with assembly,2025-12-25 19:17:08,55.1
CAS-002269,CUST_08941,PRD_1375,Escalated,Low,Defective item,2025-12-25 22:17:08,
CAS-002270,CUST_09761,PRD_0280,Closed,Low,Product arrived damaged,2025-12-25 22:17:08,75.2
CAS-002271,CUST_13501,PRD_0867,Closed,Medium,Missing parts in box,2025-12-25 22:17:08,24.8
CAS-002272,CUST_12988,PRD_0993,New,Medium,Product arrived damaged,2025-12-25 22:17:08,
CAS-002273,CUST_10060,PRD_1405,Closed,Medium,Billing question,2025-12-25 23:17:08,100.4
CAS-002274,CUST_18710,PRD_0583,In Progress,Low,Defective item,2025-12-26 00:17:08,
CAS-002275,CUST_06342,PRD_1246,In Progress,Critical,Missing parts in box,2025-12-26 00:17:08,
CAS-002276,CUST_09470,PRD_0939,In Progress,Medium,Return request,2025-12-26 02:17:08,
CAS-002277,CUST_17578,PRD_1093,In Progress,Medium,Where is my order?,2025-12-26 04:17:08,
CAS-002278,CUST_00917,PRD_0544,Closed,Low,Missing parts in box,2025-12-26 05:17:08,98.6
CAS-002279,CUST_05462,PRD_1358,Escalated,Medium,Defective item,2025-12-26 06:17:08,
CAS-002280,CUST_01029,PRD_0336,Closed,Low,Defective item,2025-12-26 07:17:08,29.5
CAS-002281,CUST_13000,PRD_0820,In Progress,Medium,Missing parts in box,2025-12-26 09:17:08,
CAS-002282,CUST_17838,PRD_0367,Closed,High,Missing parts in box,2025-12-26 09:17:08,4.0
CAS-002283,CUST_07257,PRD_0002,Closed,Low,Warranty claim inquiry,2025-12-26 10:17:08,87.9
CAS-002284,CUST_09999,PRD_1366,Closed,High,Warranty claim inquiry,2025-12-26 10:17:08,56.1
CAS-002285,CUST_03473,PRD_1134,Closed,Medium,Return request,2025-12-26 12:17:08,44.7
CAS-002286,CUST_14650,PRD_0759,Closed,High,Product arrived damaged,2025-12-26 15:17:08,3.4
CAS-002287,CUST_11303,PRD_1475,New,Low,Defective item,2025-12-26 16:17:08,
CAS-002288,CUST_19545,PRD_0729,Closed,Medium,Warranty claim inquiry,2025-12-26 18:17:08,99.9
CAS-002289,CUST_11713,PRD_0794,New,Critical,Missing parts in box,2025-12-27 00:17:08,
CAS-002290,CUST_18525,PRD_0393,New,Low,Billing question,2025-12-27 01:17:08,
CAS-002291,CUST_09641,PRD_0885,Closed,Medium,Billing question,2025-12-27 02:17:08,150.8
CAS-002292,CUST_00640,PRD_1339,Closed,Medium,Where is my order?,2025-12-27 03:17:08,81.1
CAS-002293,CUST_01145,PRD_0064,Closed,Low,Where is my order?,2025-12-27 04:17:08,147.7
CAS-002294,CUST_04027,PRD_0098,Closed,Low,Warranty claim inquiry,2025-12-27 11:17:08,63.2
CAS-002295,CUST_08260,PRD_0270,In Progress,Low,Product arrived damaged,2025-12-27 13:17:08,
CAS-002296,CUST_13827,PRD_1145,Closed,Low,Defective item,2025-12-27 13:17:08,58.3
CAS-002297,CUST_01266,PRD_0774,Closed,Low,Need help with assembly,2025-12-27 18:17:08,51.2
CAS-002298,CUST_11279,PRD_1252,Closed,Low,Defective item,2025-12-27 19:17:08,55.0
CAS-002299,CUST_05842,PRD_0378,Closed,Low,Need help with assembly,2025-12-27 19:17:08,156.7
CAS-002300,CUST_07731,PRD_0442,In Progress,Low,Missing parts in box,2025-12-27 22:17:08,
CAS-002301,CUST_15742,PRD_0797,Closed,Low,Missing parts in box,2025-12-28 00:17:08,84.3
CAS-002302,CUST_19572,PRD_0457,Closed,Medium,Defective item,2025-12-28 00:17:08,55.4
CAS-002303,CUST_07595,PRD_1095,Escalated,Low,Warranty claim inquiry,2025-12-28 01:17:08,
CAS-002304,CUST_02682,PRD_0281,Escalated,Medium,Missing parts in box,2025-12-28 01:17:08,
CAS-002305,CUST_03331,PRD_0341,Escalated,Low,Product arrived damaged,2025-12-28 05:17:08,
CAS-002306,CUST_04186,PRD_1349,New,Low,Need help with assembly,2025-12-28 06:17:08,
CAS-002307,CUST_15477,PRD_0486,Closed,High,Need help with assembly,2025-12-28 10:17:08,12.4
CAS-002308,CUST_08871,PRD_1098,Closed,Medium,Warranty claim inquiry,2025-12-28 13:17:08,27.2
CAS-002309,CUST_10527,PRD_1135,Closed,Medium,Return request,2025-12-28 14:17:08,120.0
CAS-002310,CUST_10004,PRD_0349,In Progress,Medium,Return request,2025-12-28 16:17:08,
CAS-002311,CUST_03323,PRD_0832,In Progress,High,Where is my order?,2025-12-28 20:17:08,
CAS-002312,CUST_02754,PRD_0919,Closed,Low,Where is my order?,2025-12-28 20:17:08,62.5
CAS-002313,CUST_17338,PRD_1305,New,High,Product arrived damaged,2025-12-28 20:17:08,
CAS-002314,CUST_14881,PRD_0630,Closed,Medium,Missing parts in box,2025-12-28 23:17:08,44.1
CAS-002315,CUST_11686,PRD_0290,Closed,Medium,Missing parts in box,2025-12-29 00:17:08,107.7
CAS-002316,CUST_09693,PRD_0230,Closed,Medium,Billing question,2025-12-29 02:17:08,125.1
CAS-002317,CUST_18714,PRD_0941,In Progress,Medium,Warranty claim inquiry,2025-12-29 03:17:08,
CAS-002318,CUST_19761,PRD_0417,In Progress,High,Product arrived damaged,2025-12-29 08:17:08,
CAS-002319,CUST_17509,PRD_0063,Escalated,Medium,Warranty claim inquiry,2025-12-29 08:17:08,
CAS-002320,CUST_13805,PRD_0171,In Progress,Medium,Where is my order?,2025-12-29 14:17:08,
CAS-002321,CUST_19690,PRD_0374,Closed,Low,Defective item,2025-12-29 14:17:08,108.6
CAS-002322,CUST_05738,PRD_1141,Closed,Medium,Where is my order?,2025-12-29 14:17:08,85.5
CAS-002323,CUST_06433,PRD_0020,Closed,Low,Missing parts in box,2025-12-29 16:17:08,91.7
CAS-002324,CUST_02052,PRD_0642,Closed,Medium,Need help with assembly,2025-12-29 16:17:08,53.8
CAS-002325,CUST_13389,PRD_0670,In Progress,Medium,Warranty claim inquiry,2025-12-29 17:17:08,
CAS-002326,CUST_16773,PRD_0103,Closed,Medium,Where is my order?,2025-12-29 18:17:08,81.6
CAS-002327,CUST_15676,PRD_0386,Closed,High,Missing parts in box,2025-12-29 22:17:08,60.5
CAS-002328,CUST_02872,PRD_0982,In Progress,Low,Billing question,2025-12-29 23:17:08,
CAS-002329,CUST_13025,PRD_1206,Closed,High,Where is my order?,2025-12-30 01:17:08,99.9
CAS-002330,CUST_04475,PRD_1204,Closed,Low,Missing parts in box,2025-12-30 04:17:08,136.9
CAS-002331,CUST_11189,PRD_0108,Closed,Medium,Product arrived damaged,2025-12-30 04:17:08,72.8
CAS-002332,CUST_18157,PRD_0697,Closed,Low,Billing question,2025-12-30 07:17:08,89.9
CAS-002333,CUST_07667,PRD_1401,In Progress,Low,Return request,2025-12-30 08:17:08,
CAS-002334,CUST_17705,PRD_1218,In Progress,Medium,Defective item,2025-12-30 11:17:08,
CAS-002335,CUST_09661,PRD_0799,Closed,Low,Missing parts in box,2025-12-30 16:17:08,49.0
CAS-002336,CUST_15002,PRD_1194,Closed,Medium,Return request,2025-12-30 19:17:08,87.3
CAS-002337,CUST_16066,PRD_0673,Closed,Medium,Return request,2025-12-30 19:17:08,147.4
CAS-002338,CUST_03643,PRD_1214,Closed,Low,Product arrived damaged,2025-12-30 22:17:08,87.6
CAS-002339,CUST_19131,PRD_0948,In Progress,Low,Where is my order?,2025-12-30 22:17:08,
CAS-002340,CUST_19938,PRD_0926,Closed,Low,Where is my order?,2025-12-30 23:17:08,91.3
CAS-002341,CUST_17339,PRD_0613,Closed,High,Missing parts in box,2025-12-30 23:17:08,126.4
CAS-002342,CUST_06754,PRD_0872,Closed,High,Billing question,2025-12-31 02:17:08,132.9
CAS-002343,CUST_17150,PRD_0215,Closed,Low,Where is my order?,2025-12-31 03:17:08,167.2
CAS-002344,CUST_00973,PRD_0430,In Progress,Low,Return request,2025-12-31 06:17:08,
CAS-002345,CUST_02685,PRD_1184,Closed,High,Warranty claim inquiry,2025-12-31 06:17:08,20.1
CAS-002346,CUST_02615,PRD_0564,Closed,Critical,Return request,2025-12-31 13:17:08,140.3
CAS-002347,CUST_18772,PRD_1291,Closed,High,Need help with assembly,2025-12-31 13:17:08,4.8
CAS-002348,CUST_12138,PRD_0647,Closed,Medium,Need help with assembly,2025-12-31 14:17:08,97.4
CAS-002349,CUST_06807,PRD_0453,Closed,Medium,Return request,2025-12-31 16:17:08,71.6
CAS-002350,CUST_10260,PRD_1034,New,High,Product arrived damaged,2025-12-31 16:17:08,
CAS-002351,CUST_10434,PRD_0400,Closed,Medium,Need help with assembly,2025-12-31 16:17:08,126.1
CAS-002352,CUST_03994,PRD_1179,Closed,Low,Warranty claim inquiry,2025-12-31 17:17:08,125.3
CAS-002353,CUST_17454,PRD_0258,Closed,Low,Billing question,2025-12-31 18:17:08,42.5
CAS-002354,CUST_10327,PRD_0716,Escalated,Medium,Where is my order?,2025-12-31 22:17:08,
CAS-002355,CUST_18808,PRD_0121,In Progress,Medium,Return request,2026-01-01 04:17:08,
CAS-002356,CUST_04032,PRD_0088,Closed,Medium,Missing parts in box,2026-01-01 04:17:08,143.9
CAS-002357,CUST_09809,PRD_0435,Escalated,High,Billing question,2026-01-01 04:17:08,
CAS-002358,CUST_11248,PRD_1428,In Progress,Low,Billing question,2026-01-01 07:17:08,
CAS-002359,CUST_04583,PRD_0901,In Progress,Medium,Where is my order?,2026-01-01 09:17:08,
CAS-002360,CUST_19648,PRD_0822,In Progress,Low,Warranty claim inquiry,2026-01-01 12:17:08,
CAS-002361,CUST_01978,PRD_1443,In Progress,Low,Product arrived damaged,2026-01-01 13:17:08,
CAS-002362,CUST_14097,PRD_0186,Closed,Medium,Return request,2026-01-01 15:17:08,163.9
CAS-002363,CUST_02817,PRD_1333,Closed,Low,Return request,2026-01-01 15:17:08,112.2
CAS-002364,CUST_15970,PRD_1164,Closed,High,Need help with assembly,2026-01-01 15:17:08,41.0
CAS-002365,CUST_12447,PRD_0595,Closed,Medium,Warranty claim inquiry,2026-01-01 17:17:08,20.3
CAS-002366,CUST_04392,PRD_1041,Closed,Medium,Warranty claim inquiry,2026-01-01 20:17:08,8.1
CAS-002367,CUST_05191,PRD_1116,Closed,Low,Defective item,2026-01-01 22:17:08,5.7
CAS-002368,CUST_11244,PRD_0511,Closed,Medium,Missing parts in box,2026-01-01 23:17:08,69.4
CAS-002369,CUST_08353,PRD_0526,In Progress,Low,Where is my order?,2026-01-02 00:17:08,
CAS-002370,CUST_03436,PRD_1277,Closed,Medium,Billing question,2026-01-02 04:17:08,13.8
CAS-002371,CUST_10970,PRD_1097,Closed,Low,Missing parts in box,2026-01-02 05:17:08,149.9
CAS-002372,CUST_04078,PRD_0077,Closed,Low,Warranty claim inquiry,2026-01-02 06:17:08,163.9
CAS-002373,CUST_07013,PRD_0017,Closed,Medium,Missing parts in box,2026-01-02 06:17:08,23.6
CAS-002374,CUST_13836,PRD_0276,In Progress,Medium,Where is my order?,2026-01-02 10:17:08,
CAS-002375,CUST_08867,PRD_0929,In Progress,Low,Where is my order?,2026-01-02 12:17:08,
CAS-002376,CUST_06928,PRD_0045,Closed,Medium,Defective item,2026-01-02 21:17:08,99.9
CAS-002377,CUST_08524,PRD_1424,Closed,Low,Product arrived damaged,2026-01-03 01:17:08,83.7
CAS-002378,CUST_09117,PRD_1257,Closed,Low,Billing question,2026-01-03 01:17:08,90.6
CAS-002379,CUST_11489,PRD_0230,Closed,High,Warranty claim inquiry,2026-01-03 02:17:08,127.0
CAS-002380,CUST_14867,PRD_0279,Closed,Medium,Billing question,2026-01-03 04:17:08,90.8
CAS-002381,CUST_06441,PRD_0044,In Progress,Low,Defective item,2026-01-03 07:17:08,
CAS-002382,CUST_03463,PRD_0786,Closed,Critical,Missing parts in box,2026-01-03 08:17:08,165.5
CAS-002383,CUST_09997,PRD_0427,Closed,Medium,Where is my order?,2026-01-03 08:17:08,6.9
CAS-002384,CUST_11769,PRD_1049,Closed,Low,Warranty claim inquiry,2026-01-03 11:17:08,79.5
CAS-002385,CUST_15562,PRD_0921,Closed,Low,Product arrived damaged,2026-01-03 12:17:08,48.4
CAS-002386,CUST_19827,PRD_0026,Closed,Low,Where is my order?,2026-01-03 13:17:08,120.8
CAS-002387,CUST_13735,PRD_0048,Closed,Low,Need help with assembly,2026-01-03 13:17:08,86.6
CAS-002388,CUST_05468,PRD_0081,Closed,Low,Missing parts in box,2026-01-03 13:17:08,59.2
CAS-002389,CUST_07624,PRD_0175,New,High,Product arrived damaged,2026-01-03 20:17:08,
CAS-002390,CUST_00240,PRD_0550,Closed,Low,Missing parts in box,2026-01-03 22:17:08,78.1
CAS-002391,CUST_16212,PRD_1413,New,Low,Missing parts in box,2026-01-03 22:17:08,
CAS-002392,CUST_08872,PRD_0761,New,Low,Warranty claim inquiry,2026-01-03 22:17:08,
CAS-002393,CUST_15818,PRD_1464,Closed,Medium,Missing parts in box,2026-01-04 02:17:08,10.9
CAS-002394,CUST_04734,PRD_0296,New,Medium,Missing parts in box,2026-01-04 06:17:08,
CAS-002395,CUST_18286,PRD_0973,Closed,Medium,Need help with assembly,2026-01-04 12:17:08,99.1
CAS-002396,CUST_18820,PRD_0834,Closed,Critical,Warranty claim inquiry,2026-01-04 18:17:08,145.5
CAS-002397,CUST_16254,PRD_0612,In Progress,Low,Need help with assembly,2026-01-04 19:17:08,
CAS-002398,CUST_07012,PRD_0354,In Progress,Low,Defective item,2026-01-04 20:17:08,
CAS-002399,CUST_01692,PRD_0073,New,Medium,Warranty claim inquiry,2026-01-04 22:17:08,
CAS-002400,CUST_03252,PRD_1409,Escalated,Medium,Defective item,2026-01-05 01:17:08,
CAS-002401,CUST_04893,PRD_1119,In Progress,Medium,Defective item,2026-01-05 04:17:08,
CAS-002402,CUST_04963,PRD_0072,Closed,Medium,Product arrived damaged,2026-01-05 04:17:08,10.4
CAS-002403,CUST_13570,PRD_1478,Closed,Medium,Need help with assembly,2026-01-05 04:17:08,40.5
CAS-002404,CUST_13411,PRD_1114,New,Low,Product arrived damaged,2026-01-05 04:17:08,
CAS-002405,CUST_19822,PRD_0642,New,Medium,Product arrived damaged,2026-01-05 05:17:08,
CAS-002406,CUST_04475,PRD_0684,New,Medium,Product arrived damaged,2026-01-05 06:17:08,
CAS-002407,CUST_15122,PRD_0184,New,Medium,Warranty claim inquiry,2026-01-05 09:17:08,
CAS-002408,CUST_05251,PRD_0192,Closed,Low,Where is my order?,2026-01-05 10:17:08,76.4
CAS-002409,CUST_18559,PRD_0085,In Progress,High,Billing question,2026-01-05 14:17:08,
CAS-002410,CUST_06083,PRD_0246,Closed,Medium,Product arrived damaged,2026-01-05 16:17:08,83.8
CAS-002411,CUST_09154,PRD_0835,Closed,Low,Where is my order?,2026-01-05 18:17:08,146.3
CAS-002412,CUST_02242,PRD_0971,Closed,Low,Product arrived damaged,2026-01-05 19:17:08,28.9
